customer_id,ref_date,is_new,days_relationship,score_band,recency_days,freq_90d,monetary_90d,weekend_ratio,spend_std_90d,app_interactions_30d,engagement_rate,multimodal_90d,plan_active,plan_price,reactivations_12m,inadimplencia,churn_90d,convert_30d,ltv_12m
6051,2025-01-21,1,45,650-700,23,3,132.15,0.351,116.62,0,0.0,1,0,0,0,0,0,0,406.44
6052,2024-03-05,1,14,800+,26,7,103.99,0.264,125.35,0,0.0,0,0,0,0,0,0,0,388.48
6053,2024-05-25,0,618,700-800,81,34,810.83,0.469,261.25,3,0.146,5,1,49,0,0,0,0,3067.26
6054,2024-07-18,1,84,700-800,10,2,147.63,0.246,99.45,0,0.0,0,0,0,0,0,0,0,364.85
6055,2025-01-17,0,100,650-700,141,17,956.72,0.167,148.75,4,1.2,3,0,0,0,1,1,1,1783.31
6056,2025-12-08,0,222,650-700,97,31,1168.08,0.213,214.41,2,0.27,2,1,49,1,0,0,0,3525.42
6057,2025-04-10,1,60,<600,16,2,76.98,0.312,102.34,0,0.0,0,0,0,0,0,1,0,25.4
6058,2025-02-28,1,46,700-800,21,4,209.07,0.355,121.09,2,1.304,0,0,0,0,0,0,0,537.03
6059,2025-01-16,1,60,600-650,23,1,167.09,0.38,136.22,1,0.5,0,0,0,0,0,0,0,395.17
6060,2024-04-22,1,58,700-800,14,1,147.22,0.384,175.82,1,0.517,0,0,0,0,0,0,0,586.25
6061,2025-12-18,1,19,<600,2,3,247.42,0.319,156.84,0,0.0,0,1,99,0,0,0,0,1241.91
6062,2024-09-27,1,3,650-700,26,3,116.64,0.428,118.1,1,1.0,0,0,0,0,0,1,0,225.72
6063,2025-01-12,0,488,600-650,97,33,915.53,0.202,0.0,1,0.061,2,0,0,0,0,1,0,2274.19
6064,2024-11-07,0,195,650-700,118,39,714.54,0.358,150.8,3,0.462,4,1,49,0,0,0,0,2334.65
6065,2024-11-14,0,946,700-800,12,27,877.16,0.122,109.22,3,0.095,5,0,0,0,0,0,0,2912.36
6066,2025-08-14,1,48,650-700,14,5,27.59,0.148,50.21,1,0.625,2,0,0,0,0,0,0,118.74
6067,2025-03-06,1,82,<600,19,5,145.78,0.342,73.84,0,0.0,2,0,0,0,0,1,0,223.84
6068,2025-08-07,0,301,650-700,21,24,1112.78,0.165,206.94,2,0.199,4,1,129,0,0,0,0,4254.68
6069,2025-07-08,0,524,<600,145,24,881.33,0.192,0.0,3,0.172,4,1,79,0,0,0,0,2505.22
6070,2024-11-22,0,516,650-700,133,21,873.35,0.16,159.53,2,0.116,3,1,129,0,0,0,0,3632.22
6071,2024-01-23,0,435,700-800,138,28,861.83,0.369,107.27,2,0.138,2,1,49,0,0,0,0,3239.66
6072,2024-02-02,0,137,650-700,100,27,845.74,0.124,277.93,0,0.0,4,0,0,0,0,0,0,2100.05
6073,2024-01-14,0,291,650-700,176,30,721.25,0.261,171.5,0,0.0,3,1,99,2,0,0,0,2675.88
6074,2024-11-27,0,1464,700-800,63,30,1025.91,0.222,83.4,0,0.0,2,1,49,1,0,0,0,3785.87
6075,2024-05-21,0,136,650-700,156,27,976.05,0.323,179.45,3,0.662,3,1,49,0,0,0,0,2962.7
6076,2024-10-23,0,667,650-700,84,25,1288.3,0.51,89.58,2,0.09,2,0,0,1,0,0,0,3354.31
6077,2024-04-06,0,466,650-700,68,19,435.94,0.339,37.05,1,0.064,7,1,129,0,0,0,0,2472.55
6078,2024-08-09,0,559,700-800,178,19,1241.36,0.066,155.68,3,0.161,4,0,0,0,0,0,0,3304.27
6079,2025-08-13,0,959,700-800,109,21,546.44,0.166,156.72,4,0.125,2,0,0,0,0,0,0,1331.42
6080,2024-12-30,0,1059,700-800,207,28,1082.83,0.262,111.36,0,0.0,1,0,0,1,0,0,0,3088.91
6081,2025-09-01,0,145,600-650,106,25,764.91,0.539,13.47,2,0.414,4,0,0,0,0,0,0,1972.43
6082,2024-03-13,1,33,800+,2,0,105.79,0.33,172.19,1,0.909,0,0,0,0,0,1,0,406.91
6083,2025-08-14,0,1319,700-800,127,24,1580.66,0.204,212.02,2,0.045,4,1,79,1,0,0,0,5242.09
6084,2024-02-23,1,75,600-650,18,4,107.37,0.328,75.14,2,0.8,1,0,0,0,0,0,0,280.13
6085,2024-10-19,0,1137,700-800,193,19,1854.15,0.329,61.86,2,0.053,3,1,99,0,0,1,0,6672.45
6086,2025-12-19,1,4,650-700,1,3,173.73,0.446,112.08,1,1.0,0,0,0,0,1,0,0,344.84
6087,2024-09-16,0,1101,700-800,17,25,1387.73,0.019,142.99,4,0.109,5,1,79,0,0,0,0,5371.78
6088,2025-07-12,0,857,650-700,7,25,768.21,0.206,41.98,1,0.035,4,1,49,1,0,0,0,2974.08
6089,2025-11-28,0,1292,700-800,14,19,1113.99,0.246,124.54,5,0.116,5,0,0,0,0,0,0,3372.29
6090,2024-07-14,1,59,700-800,13,4,135.45,0.551,131.4,0,0.0,1,0,0,0,0,0,0,552.68
6091,2025-11-20,0,716,700-800,100,22,881.22,0.339,71.49,4,0.168,0,0,0,0,0,0,0,2741.29
6092,2024-07-03,0,1154,700-800,15,26,1489.81,0.399,106.29,1,0.026,5,1,129,0,0,0,0,6315.59
6093,2025-05-14,0,94,700-800,77,30,1091.22,0.238,225.69,4,1.277,6,0,0,0,0,0,0,3111.32
6094,2024-03-12,0,642,650-700,205,22,1027.12,0.216,103.07,2,0.093,3,1,79,0,0,0,0,3643.48
6095,2025-08-05,0,1043,650-700,42,29,1538.09,0.478,112.66,1,0.029,2,1,99,1,0,0,0,5396.38
6096,2025-08-27,0,1391,600-650,25,24,1012.67,0.127,144.45,2,0.043,4,0,0,0,0,0,0,2535.33
6097,2024-06-30,0,1387,700-800,149,37,1107.36,0.26,80.21,2,0.043,3,0,0,0,0,0,1,3104.0
6098,2024-02-19,0,672,650-700,26,32,1292.26,0.364,164.03,4,0.179,4,1,99,0,0,0,0,4944.84
6099,2024-05-24,1,19,<600,11,2,146.27,0.27,52.32,3,3.0,1,0,0,0,0,0,0,338.48
6100,2025-01-09,0,399,700-800,123,21,1369.89,0.179,94.63,3,0.226,1,0,0,1,0,0,0,3572.85
6101,2024-10-27,1,21,700-800,13,5,77.87,0.381,134.53,1,1.0,1,0,0,0,0,0,0,250.86
6102,2025-11-05,1,22,650-700,16,4,204.75,0.232,201.12,0,0.0,1,0,0,0,0,1,0,566.82
6103,2025-06-09,0,404,700-800,62,17,1420.93,0.088,105.28,3,0.223,5,0,0,0,0,0,0,4081.16
6104,2025-02-26,1,45,800+,14,4,138.95,0.309,269.0,1,0.667,0,1,49,0,1,0,0,705.33
6105,2024-03-08,0,1082,600-650,153,28,1456.81,0.259,196.79,5,0.139,3,1,129,1,0,0,0,4448.62
6106,2024-10-05,0,1491,700-800,146,22,1010.03,0.059,111.55,2,0.04,1,0,0,1,0,0,0,2856.48
6107,2024-08-01,0,400,800+,183,22,1697.34,0.293,147.01,2,0.15,3,0,0,0,0,0,0,4859.47
6108,2025-08-07,0,1485,<600,71,22,801.73,0.415,187.24,6,0.121,7,0,0,1,0,0,0,1653.78
6109,2024-01-11,1,62,600-650,21,3,105.97,0.286,91.54,0,0.0,1,0,0,0,0,0,0,443.24
6110,2024-06-07,0,783,650-700,45,17,1144.11,0.579,153.59,5,0.192,4,1,49,0,0,0,0,3506.72
6111,2025-06-15,1,12,800+,9,2,122.11,0.1,154.06,1,1.0,0,0,0,0,0,0,0,623.45
6112,2025-01-12,0,538,<600,105,30,1647.75,0.27,130.72,2,0.112,0,0,0,1,0,0,0,3361.92
6113,2024-01-05,0,1067,650-700,48,24,572.99,0.248,123.61,1,0.028,4,0,0,0,0,0,0,1452.23
6114,2024-07-07,0,249,600-650,35,19,1305.15,0.399,47.44,4,0.482,2,1,49,1,0,0,0,4016.37
6115,2025-09-29,0,893,600-650,188,31,1502.49,0.3,148.38,3,0.101,1,1,79,1,0,0,0,4390.65
6116,2025-05-20,1,70,<600,11,3,140.35,0.047,94.58,2,0.857,0,0,0,0,0,1,0,143.65
6117,2024-04-07,1,40,650-700,10,1,51.01,0.425,60.27,3,2.25,0,1,99,0,0,0,0,906.94
6118,2025-11-18,0,1104,650-700,168,24,729.88,0.375,111.09,0,0.0,4,1,99,1,0,0,0,2818.63
6119,2025-09-28,0,1166,650-700,202,24,2321.17,0.324,56.36,1,0.026,2,0,0,0,0,0,1,6130.44
6120,2024-01-30,0,380,700-800,22,27,1083.87,0.287,127.1,1,0.079,5,1,79,0,0,1,0,4132.1
6121,2024-04-15,0,813,650-700,179,20,977.62,0.27,90.83,2,0.074,4,1,99,0,0,0,0,3656.21
6122,2025-12-12,0,1058,650-700,128,36,1684.54,0.348,204.04,3,0.085,2,1,99,0,0,1,0,5549.71
6123,2024-02-20,1,25,650-700,14,5,120.59,0.41,148.87,1,1.0,0,0,0,0,0,0,0,373.34
6124,2024-01-19,1,59,650-700,28,4,154.27,0.419,88.39,0,0.0,0,0,0,0,0,0,0,571.11
6125,2024-06-17,1,66,700-800,21,3,222.7,0.429,103.18,0,0.0,0,0,0,0,0,0,0,585.04
6126,2025-08-05,0,853,700-800,162,32,1625.65,0.253,0.0,0,0.0,3,0,0,0,0,0,0,4945.22
6127,2024-06-16,0,794,650-700,192,19,49.1,0.434,61.61,6,0.227,2,0,0,1,0,0,0,117.32
6128,2025-01-09,1,13,800+,13,4,294.18,0.592,121.36,0,0.0,1,0,0,0,0,0,0,1018.22
6129,2024-07-20,0,239,800+,30,34,1511.79,0.421,121.74,3,0.377,3,1,79,0,0,0,0,6308.96
6130,2025-03-10,0,773,700-800,170,20,1429.34,0.363,166.04,2,0.078,2,1,99,1,0,0,0,5105.19
6131,2025-03-28,0,508,700-800,72,28,606.58,0.334,149.76,0,0.0,3,0,0,0,0,0,1,1541.3
6132,2025-05-27,0,1018,600-650,164,28,1255.33,0.334,85.86,2,0.059,3,1,129,0,0,0,0,4177.47
6133,2025-12-02,0,1079,800+,132,24,1218.05,0.17,10.23,4,0.111,2,0,0,2,0,1,0,3638.04
6134,2024-02-20,0,579,700-800,145,33,1100.86,0.464,58.46,1,0.052,2,0,0,0,0,0,0,3202.27
6135,2024-06-06,0,1203,650-700,107,31,340.82,0.249,39.12,3,0.075,5,1,99,0,0,0,0,2047.23
6136,2024-05-10,1,29,600-650,27,3,207.83,0.316,167.75,0,0.0,0,0,0,0,0,0,0,495.55
6137,2024-07-02,0,1379,650-700,75,21,843.79,0.547,131.68,5,0.109,1,1,79,1,0,0,1,3126.59
6138,2025-09-26,0,1236,700-800,71,25,1541.33,0.349,121.48,1,0.024,5,0,0,0,0,0,1,4477.89
6139,2024-07-29,0,1221,650-700,125,32,1382.49,0.402,222.19,1,0.025,2,1,79,0,0,0,0,4279.73
6140,2025-10-07,0,1332,650-700,34,17,1017.99,0.268,47.0,1,0.023,1,1,79,0,0,0,0,3876.58
6141,2024-02-15,0,786,650-700,196,34,240.01,0.347,180.04,1,0.038,5,1,79,0,0,0,0,1414.18
6142,2024-03-04,1,86,700-800,6,4,166.48,0.161,143.66,0,0.0,0,0,0,0,0,1,0,438.94
6143,2024-11-30,0,367,700-800,100,22,1565.18,0.404,170.76,3,0.245,2,0,0,0,1,0,0,3578.88
6144,2024-01-07,0,494,700-800,196,17,1820.37,0.035,125.3,5,0.304,8,1,79,0,0,0,0,6235.14
6145,2024-02-19,0,1215,600-650,159,33,1443.79,0.211,96.48,3,0.074,3,0,0,0,1,0,0,2891.18
6146,2025-05-21,1,17,700-800,26,4,144.19,0.279,156.33,1,1.0,1,0,0,0,0,0,0,375.52
6147,2025-02-25,0,838,700-800,23,18,747.81,0.231,71.47,5,0.179,3,1,99,0,0,0,1,3357.5
6148,2025-02-25,0,129,650-700,196,29,309.15,0.214,178.86,1,0.233,1,0,0,0,0,0,0,642.36
6149,2024-06-02,0,935,700-800,131,25,1390.99,0.408,92.16,5,0.16,1,0,0,1,0,1,1,3849.16
6150,2024-03-23,0,307,600-650,124,20,708.64,0.327,222.92,2,0.195,3,1,99,0,0,0,0,2585.38
6151,2024-01-13,0,141,600-650,104,26,925.51,0.382,40.16,2,0.426,4,0,0,1,0,0,0,2192.36
6152,2025-10-08,1,33,700-800,7,2,168.29,0.305,249.96,1,0.909,1,0,0,0,0,1,0,639.62
6153,2025-03-15,1,62,800+,4,1,207.31,0.404,27.6,4,1.935,1,0,0,0,0,0,0,707.9
6154,2024-11-13,0,355,650-700,31,31,1604.22,0.363,44.12,2,0.169,4,0,0,0,0,0,1,4771.29
6155,2025-03-15,0,702,650-700,117,24,0.0,0.322,145.25,4,0.171,3,0,0,1,0,0,0,0.0
6156,2025-07-06,0,1170,650-700,84,28,1569.91,0.396,143.99,5,0.128,10,1,79,0,0,0,1,5084.3
6157,2024-03-01,0,1366,700-800,204,27,591.25,0.422,167.1,2,0.044,7,1,49,0,1,1,0,1653.43
6158,2025-07-22,0,166,700-800,85,22,1763.65,0.155,165.64,2,0.361,5,1,79,0,0,0,0,6340.23
6159,2024-10-19,0,427,800+,136,22,470.0,0.416,152.71,3,0.211,1,0,0,1,0,0,0,1358.29
6160,2024-04-20,0,1196,700-800,58,24,615.23,0.378,64.1,2,0.05,3,0,0,0,0,0,0,2032.92
6161,2025-08-09,0,886,700-800,174,18,954.32,0.452,91.13,1,0.034,2,1,79,0,0,0,0,3704.73
6162,2024-08-17,0,663,650-700,79,23,1141.67,0.454,168.11,4,0.181,6,1,79,1,0,0,0,3878.1
6163,2024-03-05,1,43,650-700,26,1,234.4,0.395,142.9,0,0.0,1,0,0,0,0,0,0,598.82
6164,2024-07-10,0,313,<600,59,33,195.62,0.349,224.41,7,0.671,0,1,49,0,0,0,0,701.97
6165,2025-05-14,0,318,600-650,190,14,927.48,0.217,145.56,2,0.189,6,1,99,0,0,0,0,3056.8
6166,2024-01-21,0,927,600-650,208,26,1408.84,0.202,166.24,5,0.162,2,0,0,2,0,0,0,3222.69
6167,2024-08-03,0,433,700-800,105,28,968.98,0.284,198.64,4,0.277,3,0,0,0,0,0,0,2673.77
6168,2025-05-17,0,1153,700-800,19,38,1188.47,0.4,92.9,4,0.104,7,1,99,0,0,0,0,4974.69
6169,2024-10-05,1,63,<600,17,3,175.06,0.365,119.02,1,0.476,0,0,0,0,0,1,0,181.18
6170,2025-11-21,0,170,600-650,159,29,748.18,0.404,122.16,4,0.706,3,1,79,1,0,1,0,2530.15
6171,2024-01-15,0,400,700-800,161,31,577.61,0.214,155.63,4,0.3,3,0,0,0,0,0,0,1396.68
6172,2024-01-21,1,38,700-800,1,5,187.09,0.2,165.73,1,0.789,1,1,129,0,0,0,0,1972.98
6173,2024-03-30,0,1303,700-800,88,22,1637.42,0.368,88.03,0,0.0,4,0,0,1,0,0,1,4503.85
6174,2025-11-24,0,223,650-700,97,29,904.92,0.322,193.06,1,0.135,4,0,0,0,0,0,0,2275.82
6175,2024-09-24,0,426,<600,35,19,790.67,0.167,184.21,3,0.211,3,1,49,1,0,0,1,2220.32
6176,2025-09-20,0,1434,650-700,57,31,1772.24,0.17,87.41,4,0.084,7,0,0,0,0,0,1,4838.64
6177,2024-11-06,0,606,800+,142,22,1557.86,0.354,145.49,3,0.149,4,1,99,0,0,0,0,5873.27
6178,2025-11-17,0,695,600-650,133,23,1464.67,0.424,90.71,1,0.043,1,0,0,0,0,1,0,3472.9
6179,2024-10-06,0,373,600-650,197,26,1002.76,0.494,182.37,2,0.161,3,0,0,1,1,0,0,1962.43
6180,2024-04-29,0,750,700-800,152,32,1310.75,0.369,124.02,3,0.12,1,0,0,0,0,0,1,3660.61
6181,2025-07-13,1,58,700-800,19,8,225.48,0.279,23.58,1,0.517,0,0,0,0,0,0,0,486.51
6182,2024-09-26,1,41,700-800,19,3,157.66,0.331,110.82,2,1.463,2,0,0,0,0,0,0,622.38
6183,2025-08-08,1,41,650-700,22,0,205.8,0.178,160.15,0,0.0,0,0,0,0,0,0,0,647.29
6184,2025-03-16,1,88,<600,18,0,189.88,0.279,120.59,0,0.0,0,0,0,0,0,0,0,294.3
6185,2025-09-10,0,766,700-800,142,24,1372.23,0.522,61.3,3,0.117,3,0,0,0,0,0,0,3919.09
6186,2024-04-28,1,34,800+,20,2,251.57,0.274,202.42,1,0.882,0,0,0,0,0,0,1,793.73
6187,2024-02-09,0,692,650-700,11,22,729.81,0.383,181.2,4,0.173,2,1,79,0,0,0,0,2836.4
6188,2025-12-24,0,657,650-700,47,29,1320.06,0.294,209.79,5,0.228,2,0,0,0,0,0,1,3533.41
6189,2024-10-11,0,509,600-650,82,22,1013.65,0.457,145.37,5,0.295,3,0,0,1,0,0,0,2372.75
6190,2024-01-28,0,684,600-650,204,24,1176.66,0.255,26.0,3,0.132,2,1,49,0,0,1,0,3352.14
6191,2025-11-30,1,42,650-700,24,3,172.37,0.348,92.72,2,1.429,1,0,0,0,0,0,0,527.8
6192,2024-01-09,0,1268,700-800,205,28,1388.51,0.26,1.68,3,0.071,5,0,0,0,0,0,0,4022.59
6193,2025-05-18,0,1344,<600,57,22,1089.07,0.396,179.1,3,0.067,7,0,0,1,0,0,1,1942.53
6194,2024-02-06,0,1130,650-700,108,26,1382.45,0.267,91.42,3,0.08,4,1,99,1,0,0,0,4862.71
6195,2025-05-03,0,1369,<600,190,23,823.87,0.234,76.85,1,0.022,4,0,0,1,0,1,0,1535.04
6196,2024-05-05,0,1050,650-700,21,19,845.12,0.294,140.61,3,0.086,1,0,0,0,1,0,1,1793.98
6197,2025-11-18,1,88,650-700,2,8,234.81,0.241,13.79,2,0.682,0,0,0,0,0,0,0,691.78
6198,2024-11-30,0,1223,650-700,137,34,841.86,0.395,86.08,3,0.074,0,1,129,0,0,0,0,3326.27
6199,2024-05-27,0,795,600-650,181,26,1207.22,0.291,71.6,4,0.151,4,1,79,1,0,0,0,3770.74
6200,2025-03-12,1,58,600-650,19,3,115.42,0.364,235.32,0,0.0,0,0,0,0,0,0,0,400.71
6201,2025-07-26,0,722,800+,175,34,443.2,0.422,84.86,1,0.042,3,0,0,1,0,0,0,1380.76
6202,2024-08-18,0,163,800+,87,29,1039.73,0.25,121.15,1,0.184,3,0,0,0,0,0,1,3170.13
6203,2025-08-17,0,1486,650-700,47,23,1158.47,0.507,70.29,3,0.061,3,1,99,0,0,0,1,4413.34
6204,2024-04-09,0,892,800+,12,17,476.8,0.087,243.07,3,0.101,4,0,0,0,0,0,1,1298.67
6205,2024-02-04,0,513,650-700,193,22,645.46,0.274,47.56,1,0.058,4,0,0,0,0,0,0,1697.92
6206,2024-07-22,1,63,650-700,23,1,182.76,0.556,125.39,0,0.0,2,0,0,0,0,0,0,267.31
6207,2024-08-28,0,783,650-700,56,20,1311.79,0.192,167.65,2,0.077,3,1,49,0,0,0,0,4180.17
6208,2025-09-08,0,1385,<600,25,27,638.28,0.519,187.63,3,0.065,4,1,129,1,0,0,0,2124.42
6209,2024-08-09,0,1185,650-700,2,27,1665.87,0.163,118.1,0,0.0,2,1,79,1,1,0,0,4594.13
6210,2024-07-08,0,120,650-700,85,30,735.78,0.405,180.18,2,0.5,2,0,0,1,0,0,0,1931.11
6211,2025-06-16,1,84,700-800,19,2,190.37,0.0,0.0,3,1.071,0,0,0,0,0,0,0,483.68
6212,2024-10-14,0,653,650-700,42,22,1013.74,0.194,93.17,6,0.276,3,1,49,0,0,0,0,3439.58
6213,2024-06-19,0,717,650-700,182,26,1797.23,0.323,119.82,3,0.126,1,0,0,2,0,1,0,4558.73
6214,2024-03-30,0,752,700-800,105,25,1321.22,0.533,100.3,4,0.16,1,0,0,0,0,0,0,3920.61
6215,2024-01-28,0,1484,650-700,152,14,1172.64,0.228,141.43,1,0.02,2,1,79,0,0,0,0,3837.43
6216,2024-09-22,0,202,700-800,151,26,956.39,0.225,101.15,2,0.297,3,0,0,0,0,1,0,2634.38
6217,2024-03-31,0,931,650-700,208,30,1742.24,0.456,142.59,4,0.129,0,0,0,0,0,0,0,4320.87
6218,2025-07-03,0,557,600-650,152,25,1315.29,0.366,158.33,0,0.0,3,0,0,0,0,1,0,2940.49
6219,2024-06-03,1,23,650-700,21,4,97.55,0.514,75.64,1,1.0,0,0,0,0,0,0,0,395.32
6220,2024-09-28,0,628,650-700,204,33,833.04,0.396,209.27,2,0.096,2,1,129,1,0,0,1,3282.44
6221,2024-07-08,0,1431,700-800,85,26,718.61,0.446,216.06,2,0.042,1,0,0,0,0,0,0,1972.27
6222,2024-02-21,0,233,650-700,182,35,1985.4,0.327,89.87,2,0.258,1,1,129,1,0,0,0,6858.78
6223,2024-05-13,0,308,600-650,88,24,1230.37,0.242,135.07,3,0.292,3,1,99,0,0,0,0,3807.81
6224,2025-03-01,1,60,<600,9,4,87.26,0.438,77.85,2,1.0,0,0,0,0,0,0,0,323.92
6225,2024-06-11,0,365,800+,94,35,1257.0,0.333,154.87,3,0.247,3,0,0,0,0,0,1,3703.84
6226,2024-01-24,1,18,700-800,18,2,192.12,0.189,192.39,1,1.0,0,0,0,0,0,0,0,509.61
6227,2024-02-01,0,417,700-800,205,34,731.88,0.216,152.9,2,0.144,1,1,99,1,0,0,1,3065.44
6228,2025-09-03,0,742,700-800,103,27,900.12,0.501,213.5,2,0.081,5,0,0,0,0,0,0,2458.25
6229,2024-07-09,1,42,650-700,3,3,230.41,0.328,226.55,0,0.0,4,0,0,0,0,0,0,526.46
6230,2024-09-12,1,22,600-650,19,4,31.38,0.223,144.13,0,0.0,0,0,0,0,0,0,0,0.0
6231,2025-11-09,0,595,650-700,167,23,1017.51,0.415,80.22,2,0.101,2,1,99,0,0,1,0,3579.41
6232,2025-02-27,0,1377,<600,148,22,256.2,0.23,92.33,1,0.022,3,0,0,0,0,1,0,661.99
6233,2024-06-05,0,483,650-700,107,30,842.09,0.296,42.49,6,0.373,6,1,49,0,0,0,0,3092.04
6234,2025-08-16,0,454,800+,40,29,1278.92,0.078,20.97,3,0.198,4,0,0,1,0,0,1,4086.71
6235,2025-07-11,0,567,650-700,124,31,1162.33,0.384,111.86,2,0.106,1,0,0,1,0,0,0,2923.17
6236,2025-09-29,0,1151,650-700,132,24,1149.55,0.126,127.48,8,0.209,6,1,79,1,0,0,0,3840.47
6237,2024-04-03,1,67,600-650,5,2,186.79,0.195,107.08,1,0.448,0,0,0,0,0,0,0,524.77
6238,2025-11-12,0,509,700-800,156,27,578.44,0.416,176.95,2,0.118,6,1,79,0,0,1,0,2359.12
6239,2024-07-16,0,1340,800+,178,24,1074.92,0.28,90.4,1,0.022,4,1,129,0,1,0,1,3879.79
6240,2024-07-22,0,1431,650-700,132,22,1085.12,0.094,51.27,3,0.063,0,0,0,1,0,0,0,2953.04
6241,2024-06-29,0,199,650-700,60,25,625.7,0.408,87.52,1,0.151,2,1,79,0,0,0,0,2670.24
6242,2025-12-04,1,76,600-650,7,3,163.92,0.289,189.13,0,0.0,0,0,0,0,0,1,1,448.53
6243,2025-06-11,0,832,700-800,50,20,1199.28,0.158,59.25,3,0.108,4,1,99,0,0,0,0,5130.05
6244,2025-04-04,0,789,600-650,33,20,698.05,0.352,239.96,6,0.228,4,0,0,0,0,0,0,1855.85
6245,2025-04-13,0,548,600-650,126,30,1490.16,0.362,60.61,6,0.328,6,0,0,0,0,0,0,3548.76
6246,2024-11-01,0,219,650-700,28,31,1367.39,0.144,94.36,3,0.411,2,1,79,1,0,1,0,4906.95
6247,2024-04-24,1,31,600-650,17,5,157.99,0.585,202.53,3,2.903,0,0,0,0,0,0,0,640.02
6248,2025-02-15,0,1292,700-800,36,19,782.36,0.417,185.75,3,0.07,3,0,0,0,1,0,1,1610.46
6249,2024-02-11,0,1096,700-800,37,26,1709.18,0.202,93.64,6,0.164,3,0,0,1,1,0,0,3869.17
6250,2024-10-15,1,57,700-800,15,5,162.76,0.114,75.96,0,0.0,0,0,0,0,0,0,0,596.78
6251,2024-02-14,0,998,700-800,28,34,1140.0,0.309,101.1,7,0.21,2,1,129,0,1,1,1,3896.53
6252,2025-06-01,0,1206,700-800,171,32,988.73,0.503,228.19,1,0.025,4,0,0,1,0,1,0,2654.16
6253,2024-04-21,1,17,600-650,24,5,221.22,0.471,206.32,1,1.0,1,0,0,0,0,1,0,569.63
6254,2024-03-14,1,28,700-800,13,2,199.69,0.367,116.89,0,0.0,0,0,0,0,0,0,0,515.96
6255,2024-05-05,0,375,700-800,108,15,1507.49,0.28,106.59,0,0.0,2,0,0,1,0,0,0,4252.24
6256,2025-12-29,0,1446,700-800,16,34,786.93,0.182,71.32,2,0.041,5,0,0,0,1,0,0,1921.66
6257,2024-12-10,0,710,600-650,135,28,713.4,0.356,257.21,3,0.127,5,0,0,1,0,0,0,1526.93
6258,2025-03-26,0,592,700-800,125,22,1284.65,0.429,135.38,2,0.101,3,1,49,0,0,0,1,4310.36
6259,2025-09-26,0,1215,650-700,150,31,120.12,0.445,124.05,1,0.025,3,1,79,0,0,0,0,1029.59
6260,2024-11-25,0,1175,700-800,13,29,984.21,0.333,120.52,0,0.0,1,0,0,0,0,0,1,2968.34
6261,2025-12-01,0,1321,700-800,194,22,2024.84,0.25,25.62,5,0.114,6,0,0,2,0,0,0,5807.48
6262,2024-07-08,0,229,650-700,179,23,1339.01,0.527,122.97,3,0.393,2,1,99,0,0,0,0,4673.79
6263,2024-06-17,0,855,650-700,62,20,1092.14,0.339,136.6,1,0.035,0,1,79,0,0,0,0,3714.63
6264,2025-12-23,0,1387,650-700,144,31,854.1,0.196,95.11,2,0.043,2,1,49,1,0,0,0,3099.9
6265,2025-05-17,0,1322,700-800,129,36,239.03,0.261,183.76,1,0.023,8,1,79,0,0,0,1,1359.8
6266,2024-11-14,0,563,800+,32,18,1717.71,0.131,208.77,5,0.266,3,0,0,0,0,0,0,5461.04
6267,2025-06-14,0,848,650-700,179,14,712.88,0.331,70.0,2,0.071,1,0,0,1,0,1,0,1848.25
6268,2024-08-06,0,286,700-800,124,32,689.06,0.128,115.89,4,0.42,2,1,79,0,0,0,0,2921.66
6269,2024-12-01,0,1157,700-800,198,20,1386.28,0.113,202.86,4,0.104,4,0,0,0,0,0,0,3563.89
6270,2024-06-02,0,684,700-800,159,33,1288.79,0.263,154.26,2,0.088,8,1,79,0,0,0,0,4617.27
6271,2025-12-22,0,460,<600,63,21,1633.81,0.287,218.33,4,0.261,2,1,99,0,0,0,0,4081.14
6272,2025-01-18,0,274,650-700,98,29,1730.43,0.356,107.23,1,0.109,2,0,0,0,0,0,1,4240.8
6273,2025-08-08,0,918,<600,51,29,265.01,0.235,142.65,5,0.163,3,1,49,1,0,0,0,1026.45
6274,2025-05-08,0,900,<600,117,29,639.52,0.531,0.0,4,0.133,5,1,79,0,0,0,1,1839.16
6275,2024-12-22,0,137,600-650,34,18,1317.77,0.236,152.71,1,0.219,2,0,0,0,0,0,0,3036.87
6276,2024-11-16,1,10,800+,3,1,55.45,0.396,68.19,1,1.0,1,0,0,0,0,0,0,270.12
6277,2025-03-18,0,1242,700-800,155,13,1027.41,0.127,145.39,2,0.048,2,0,0,1,0,1,0,2717.98
6278,2025-08-11,0,427,700-800,118,20,1369.16,0.458,144.77,3,0.211,1,0,0,1,0,1,0,3823.15
6279,2024-07-02,1,11,700-800,6,1,139.9,0.335,130.9,5,5.0,1,0,0,0,0,0,1,246.13
6280,2024-01-24,0,217,700-800,184,26,1738.26,0.204,109.89,3,0.415,1,1,79,0,0,0,1,6239.69
6281,2025-12-11,0,173,650-700,132,33,1096.87,0.275,15.26,3,0.52,7,0,0,0,0,0,0,3255.64
6282,2025-08-11,0,1284,700-800,16,24,1848.94,0.193,140.65,2,0.047,2,0,0,0,0,0,0,5326.86
6283,2024-10-23,1,44,600-650,14,4,285.51,0.194,162.57,1,0.682,0,1,49,0,0,0,0,1249.79
6284,2025-10-05,0,1048,650-700,96,18,269.58,0.147,199.58,2,0.057,1,0,0,0,0,0,0,727.33
