customer_id,ref_date,is_new,days_relationship,score_band,recency_days,freq_90d,monetary_90d,weekend_ratio,spend_std_90d,app_interactions_30d,engagement_rate,multimodal_90d,plan_active,plan_price,reactivations_12m,inadimplencia,p_churn_90d,p_convert_30d,ltv_12m_hat,segmento_kmeans,nba_decision,decision_reason
6102,2025-11-05,1,22,650-700,16,4,204.75,0.232,201.12,0,0.0,1,0,0,0,0,0.19979549557748524,0.0535791594304066,556.7425918352558,1,NENHUMA,Baixa propensão; evitar contato
6108,2025-08-07,0,1485,<600,71,22,801.73,0.415,187.24,6,0.121,7,0,0,1,0,0.31768461641613094,0.22974907045839613,1572.0174150391776,0,NENHUMA,Inelegível por risco (inadimplência/score)
6115,2025-09-29,0,893,600-650,188,31,1502.49,0.3,148.38,3,0.101,1,1,79,1,0,0.20311628710507892,0.20131906895796148,4323.449144343024,4,NENHUMA,Baixa propensão; evitar contato
6118,2025-11-18,0,1104,650-700,168,24,729.88,0.375,111.09,0,0.0,4,1,99,1,0,0.11197661975106726,0.09494233227080733,3142.820922503779,4,NENHUMA,Baixa propensão; evitar contato
6119,2025-09-28,0,1166,650-700,202,24,2321.17,0.324,56.36,1,0.026,2,0,0,0,0,0.281474720313575,0.1788089459440081,5435.062522857222,4,NENHUMA,Baixa propensão; evitar contato
6122,2025-12-12,0,1058,650-700,128,36,1684.54,0.348,204.04,3,0.085,2,1,99,0,0,0.1849253428564807,0.21669347030701974,5505.933084634478,4,NENHUMA,Baixa propensão; evitar contato
6126,2025-08-05,0,853,700-800,162,32,1625.65,0.253,0.0,0,0.0,3,0,0,0,0,0.23654141684162722,0.11571283960514236,4526.657317137409,4,NENHUMA,Baixa propensão; evitar contato
6133,2025-12-02,0,1079,800+,132,24,1218.05,0.17,10.23,4,0.111,2,0,0,2,0,0.12160810368820907,0.15424348258851034,3605.179539525656,0,NENHUMA,Baixa propensão; evitar contato
6138,2025-09-26,0,1236,700-800,71,25,1541.33,0.349,121.48,1,0.024,5,0,0,0,0,0.1701774371978175,0.1689952678573922,4265.852885617174,0,NENHUMA,Baixa propensão; evitar contato
6140,2025-10-07,0,1332,650-700,34,17,1017.99,0.268,47.0,1,0.023,1,1,79,0,0,0.10906632650225262,0.1387281819821074,3799.5288591249455,0,NENHUMA,Baixa propensão; evitar contato
6152,2025-10-08,1,33,700-800,7,2,168.29,0.305,249.96,1,0.909,1,0,0,0,0,0.1327027160104393,0.11355313401387553,528.0702819748794,1,NENHUMA,Baixa propensão; evitar contato
6156,2025-07-06,0,1170,650-700,84,28,1569.91,0.396,143.99,5,0.128,10,1,79,0,0,0.11363501088496572,0.227188658600311,5184.7785950735015,0,NENHUMA,Baixa propensão; evitar contato
6158,2025-07-22,0,166,700-800,85,22,1763.65,0.155,165.64,2,0.361,5,1,79,0,0,0.14029935485573353,0.14447499082074766,6140.761353314829,0,NENHUMA,Baixa propensão; evitar contato
6161,2025-08-09,0,886,700-800,174,18,954.32,0.452,91.13,1,0.034,2,1,79,0,0,0.1180612202813045,0.09677958139182158,3718.385272836583,4,NENHUMA,Baixa propensão; evitar contato
6170,2025-11-21,0,170,600-650,159,29,748.18,0.404,122.16,4,0.706,3,1,79,1,0,0.23820836371996962,0.13734640239781107,2591.442285938344,4,NENHUMA,Baixa propensão; evitar contato
6174,2025-11-24,0,223,650-700,97,29,904.92,0.322,193.06,1,0.135,4,0,0,0,0,0.21127982445388666,0.1833940572521965,2335.436267233346,0,NENHUMA,Baixa propensão; evitar contato
6176,2025-09-20,0,1434,650-700,57,31,1772.24,0.17,87.41,4,0.084,7,0,0,0,0,0.1695559043254614,0.23830337725715356,4586.465275852191,0,NENHUMA,Baixa propensão; evitar contato
6178,2025-11-17,0,695,600-650,133,23,1464.67,0.424,90.71,1,0.043,1,0,0,0,0,0.34530447980329354,0.1794925389399794,3459.9618628562216,4,NENHUMA,Baixa propensão; evitar contato
6181,2025-07-13,1,58,700-800,19,8,225.48,0.279,23.58,1,0.517,0,0,0,0,0,0.13879195505641914,0.10623353412081259,635.1273192885258,3,NENHUMA,Baixa propensão; evitar contato
6183,2025-08-08,1,41,650-700,22,0,205.8,0.178,160.15,0,0.0,0,0,0,0,0,0.17309577022891956,0.06675274495342721,538.7189879855514,1,NENHUMA,Baixa propensão; evitar contato
6185,2025-09-10,0,766,700-800,142,24,1372.23,0.522,61.3,3,0.117,3,0,0,0,0,0.21764771983679018,0.23284630308872378,3813.2037775958224,4,NENHUMA,Baixa propensão; evitar contato
6188,2025-12-24,0,657,650-700,47,29,1320.06,0.294,209.79,5,0.228,2,0,0,0,0,0.19796228929301354,0.244448385722637,3536.0034380407615,0,NENHUMA,Baixa propensão; evitar contato
6191,2025-11-30,1,42,650-700,24,3,172.37,0.348,92.72,2,1.429,1,0,0,0,0,0.20613454039250714,0.1600083827319867,470.4433683781608,2,NENHUMA,Baixa propensão; evitar contato
6197,2025-11-18,1,88,650-700,2,8,234.81,0.241,13.79,2,0.682,0,0,0,0,0,0.18664149364583668,0.18464410661347103,639.4309820092444,3,NENHUMA,Baixa propensão; evitar contato
6201,2025-07-26,0,722,800+,175,34,443.2,0.422,84.86,1,0.042,3,0,0,1,0,0.13373860847018598,0.16162828937461196,1111.8781361434144,4,NENHUMA,Baixa propensão; evitar contato
6203,2025-08-17,0,1486,650-700,47,23,1158.47,0.507,70.29,3,0.061,3,1,99,0,0,0.18777821101200734,0.09966935390352749,4252.931773854503,4,NENHUMA,Baixa propensão; evitar contato
6208,2025-09-08,0,1385,<600,25,27,638.28,0.519,187.63,3,0.065,4,1,129,1,0,0.2734655464041414,0.16807876916458064,2395.076088113681,0,NENHUMA,Inelegível por risco (inadimplência/score)
6218,2025-07-03,0,557,600-650,152,25,1315.29,0.366,158.33,0,0.0,3,0,0,0,0,0.28844319847966665,0.14231826805139186,3027.507582335981,4,NENHUMA,Baixa propensão; evitar contato
6228,2025-09-03,0,742,700-800,103,27,900.12,0.501,213.5,2,0.081,5,0,0,0,0,0.23020450582978055,0.25944630553971176,2548.8993061096385,4,CASHBACK_LEVE,Ação leve (propensão moderada)
6231,2025-11-09,0,595,650-700,167,23,1017.51,0.415,80.22,2,0.101,2,1,99,0,0,0.22079337928454584,0.1180152300621234,3874.8767821676606,4,NENHUMA,Baixa propensão; evitar contato
6234,2025-08-16,0,454,800+,40,29,1278.92,0.078,20.97,3,0.198,4,0,0,1,0,0.08460296938898883,0.148254073410754,3932.983558998898,0,NENHUMA,Baixa propensão; evitar contato
6235,2025-07-11,0,567,650-700,124,31,1162.33,0.384,111.86,2,0.106,1,0,0,1,0,0.24441142138576433,0.2561370425776612,3054.0307183841733,4,CASHBACK_LEVE,Ação leve (propensão moderada)
6236,2025-09-29,0,1151,650-700,132,24,1149.55,0.126,127.48,8,0.209,6,1,79,1,0,0.12752866649319516,0.1615930904056834,3913.469921475209,0,NENHUMA,Baixa propensão; evitar contato
6238,2025-11-12,0,509,700-800,156,27,578.44,0.416,176.95,2,0.118,6,1,79,0,0,0.1603368909832657,0.16014833907795206,2451.736314561858,4,NENHUMA,Baixa propensão; evitar contato
6242,2025-12-04,1,76,600-650,7,3,163.92,0.289,189.13,0,0.0,0,0,0,0,0,0.25838370075342465,0.032846253551718003,439.330560948808,1,NENHUMA,Baixa propensão; evitar contato
6256,2025-12-29,0,1446,700-800,16,34,786.93,0.182,71.32,2,0.041,5,0,0,0,1,0.2237647340349285,0.26987487050097553,2185.105189347482,0,NENHUMA,Inelegível por risco (inadimplência/score)
6259,2025-09-26,0,1215,650-700,150,31,120.12,0.445,124.05,1,0.025,3,1,79,0,0,0.169692181323909,0.1186133101899618,1000.5364367282226,4,NENHUMA,Baixa propensão; evitar contato
6261,2025-12-01,0,1321,700-800,194,22,2024.84,0.25,25.62,5,0.114,6,0,0,2,0,0.30631155426458084,0.1876604233014417,5416.349931578218,4,NENHUMA,Baixa propensão; evitar contato
6264,2025-12-23,0,1387,650-700,144,31,854.1,0.196,95.11,2,0.043,2,1,49,1,0,0.14706976194938182,0.1126202179103621,3077.573838370207,4,NENHUMA,Baixa propensão; evitar contato
6271,2025-12-22,0,460,<600,63,21,1633.81,0.287,218.33,4,0.261,2,1,99,0,0,0.29724666089627516,0.17954031280143856,4146.891445906887,0,NENHUMA,Inelegível por risco (inadimplência/score)
6273,2025-08-08,0,918,<600,51,29,265.01,0.235,142.65,5,0.163,3,1,49,1,0,0.31317566744968545,0.17278816734662678,1181.4108772223733,0,NENHUMA,Inelegível por risco (inadimplência/score)
6278,2025-08-11,0,427,700-800,118,20,1369.16,0.458,144.77,3,0.211,1,0,0,1,0,0.23136587974657288,0.22255127390327453,3693.7151915494455,4,NENHUMA,Baixa propensão; evitar contato
6281,2025-12-11,0,173,650-700,132,33,1096.87,0.275,15.26,3,0.52,7,0,0,0,0,0.1611073184312831,0.24397319445869076,2849.069795877028,0,NENHUMA,Baixa propensão; evitar contato
6282,2025-08-11,0,1284,700-800,16,24,1848.94,0.193,140.65,2,0.047,2,0,0,0,0,0.21877569957440063,0.2763511240644882,5137.390129359997,0,CASHBACK_LEVE,Ação leve (propensão moderada)
6284,2025-10-05,0,1048,650-700,96,18,269.58,0.147,199.58,2,0.057,1,0,0,0,0,0.213430968034271,0.21126495728732145,686.8375466460574,1,NENHUMA,Baixa propensão; evitar contato
6286,2025-08-04,0,964,650-700,42,27,1516.31,0.362,137.25,1,0.031,4,1,99,0,0,0.13134774958037368,0.1780525411161304,5097.381130467613,0,NENHUMA,Baixa propensão; evitar contato
6287,2025-12-18,0,1232,600-650,6,34,1193.63,0.22,41.41,3,0.073,3,1,99,0,0,0.14594836144484138,0.17905646295881095,3858.15434982843,0,NENHUMA,Baixa propensão; evitar contato
6288,2025-12-18,1,70,650-700,2,1,193.58,0.446,0.0,1,0.429,0,0,0,0,0,0.21151419218984105,0.09110257492845383,587.7644318523362,3,NENHUMA,Baixa propensão; evitar contato
6293,2025-07-19,1,33,800+,23,5,218.87,0.234,76.94,1,0.909,1,0,0,0,0,0.09268500377547434,0.16540879254014848,683.4370501009967,3,NENHUMA,Baixa propensão; evitar contato
6296,2025-12-03,0,1313,<600,167,25,570.75,0.336,151.23,5,0.114,8,0,0,0,0,0.34507119945706255,0.2490700446112575,1411.6465207771755,0,NENHUMA,Inelegível por risco (inadimplência/score)
6299,2025-08-13,0,895,700-800,141,28,1262.29,0.258,118.24,2,0.067,6,0,0,0,0,0.16240957845254697,0.20070506240296992,3486.272690776448,0,NENHUMA,Baixa propensão; evitar contato
6300,2025-10-04,1,68,650-700,6,2,154.91,0.33,96.38,3,1.324,0,0,0,0,0,0.1909535122782776,0.12110387334972983,414.14081665290934,3,NENHUMA,Baixa propensão; evitar contato
6306,2025-12-03,0,1004,700-800,145,21,1223.58,0.36,118.41,5,0.149,6,1,99,0,0,0.11993895650773899,0.11110228121444093,4827.342866291948,4,NENHUMA,Baixa propensão; evitar contato
6310,2025-09-29,1,70,700-800,9,1,76.49,0.349,36.31,1,0.429,0,0,0,0,0,0.1254476011912027,0.1528920592245219,271.49182972748906,3,NENHUMA,Baixa propensão; evitar contato
6312,2025-09-12,1,21,600-650,2,3,95.08,0.222,166.61,1,1.0,2,0,0,0,0,0.2047932492654865,0.10489127556412581,200.02955782792455,1,NENHUMA,Baixa propensão; evitar contato
6314,2025-08-13,0,1140,<600,142,25,884.62,0.102,0.0,2,0.053,1,0,0,0,0,0.29314461113479684,0.18516209203004363,1708.1724543630858,0,NENHUMA,Inelegível por risco (inadimplência/score)
6315,2025-11-16,1,1,700-800,28,3,174.41,0.376,53.42,0,0.0,1,0,0,0,0,0.15690729414147517,0.08621303945056019,502.4928794257403,3,NENHUMA,Baixa propensão; evitar contato
6320,2025-09-23,0,664,600-650,27,28,1161.39,0.328,0.0,2,0.09,4,1,49,0,0,0.1753834484542617,0.15814395408939286,3387.43023825483,0,NENHUMA,Baixa propensão; evitar contato
6327,2025-11-08,0,701,650-700,142,32,1056.56,0.341,45.01,2,0.086,4,0,0,1,0,0.21515090528549868,0.22128228092579105,2740.993521168491,4,NENHUMA,Baixa propensão; evitar contato
6328,2025-08-08,1,43,650-700,4,3,132.49,0.114,46.88,4,2.791,1,0,0,0,0,0.22067441100128232,0.1365445029642035,417.8667488980779,2,NENHUMA,Baixa propensão; evitar contato
6330,2025-08-27,0,1117,600-650,80,17,1814.86,0.302,0.0,3,0.081,2,0,0,0,0,0.24868090119011158,0.18168111799061096,4137.757638079066,0,NENHUMA,Baixa propensão; evitar contato
6340,2025-10-08,0,306,600-650,9,28,1308.23,0.324,149.98,2,0.196,3,1,79,0,0,0.14670716951436658,0.21197058921809728,3814.5697804734245,0,NENHUMA,Baixa propensão; evitar contato
6341,2025-11-25,1,23,700-800,1,1,123.12,0.252,172.47,0,0.0,1,0,0,0,0,0.13343502139876323,0.13346666064180718,329.2400054400607,1,NENHUMA,Baixa propensão; evitar contato
6342,2025-09-19,0,885,650-700,153,27,1466.96,0.302,172.63,4,0.136,4,1,129,1,0,0.18221101668203302,0.15446757906673442,4965.671281296922,4,NENHUMA,Baixa propensão; evitar contato
6344,2025-09-26,1,57,650-700,18,0,162.6,0.341,5.16,1,0.526,1,0,0,0,0,0.21713474218712692,0.07773742664262712,536.3156535463692,3,NENHUMA,Baixa propensão; evitar contato
6345,2025-07-28,0,167,650-700,85,29,2168.29,0.325,20.94,2,0.359,2,0,0,0,0,0.20843741051579473,0.2024311880233224,5511.9992121225105,4,NENHUMA,Baixa propensão; evitar contato
6347,2025-08-28,1,8,800+,12,4,157.9,0.268,138.64,1,1.0,0,0,0,0,0,0.11696856393987955,0.12006756325442401,453.85952560462755,1,NENHUMA,Baixa propensão; evitar contato
6350,2025-07-10,0,859,700-800,48,20,1795.42,0.194,178.75,3,0.105,2,0,0,1,0,0.25838088837453965,0.19930955857993496,4979.310388184868,0,NENHUMA,Baixa propensão; evitar contato
6353,2025-12-21,0,523,800+,115,20,721.43,0.274,131.39,0,0.0,2,1,49,0,0,0.10652092555526409,0.11758724379185878,2875.4416140159915,0,NENHUMA,Baixa propensão; evitar contato
6359,2025-07-18,1,68,<600,19,1,82.91,0.483,123.21,2,0.882,2,1,99,0,0,0.31246024179971593,0.13612953023052432,1078.5744631156074,3,NENHUMA,Inelegível por risco (inadimplência/score)
6370,2025-09-23,0,1171,700-800,190,35,1132.11,0.284,0.0,0,0.0,2,1,79,0,0,0.10114419836292161,0.14381912929759225,4301.5610525102275,4,NENHUMA,Baixa propensão; evitar contato
6378,2025-11-21,0,1299,800+,149,36,1460.85,0.351,103.76,3,0.069,4,1,49,0,0,0.10051580345097363,0.18176342946292304,5582.43079175648,4,NENHUMA,Baixa propensão; evitar contato
6380,2025-12-23,1,79,700-800,5,6,152.05,0.262,190.72,0,0.0,0,0,0,0,1,0.19657044826624087,0.14381492375130794,388.66626054100084,1,NENHUMA,Inelegível por risco (inadimplência/score)
6384,2025-12-10,0,667,700-800,100,26,1436.69,0.326,151.73,1,0.045,8,1,49,1,0,0.17353237479728992,0.16440786397892593,5278.33023149681,0,NENHUMA,Baixa propensão; evitar contato
6385,2025-12-11,0,259,650-700,46,23,1233.2,0.287,244.67,1,0.116,3,0,0,0,0,0.23479825060300327,0.1519774787967499,3221.007026505143,0,NENHUMA,Baixa propensão; evitar contato
6387,2025-09-18,0,659,650-700,54,35,589.52,0.564,102.08,0,0.0,5,0,0,0,0,0.15948770512111268,0.21782365625642663,1566.4219385675706,0,NENHUMA,Baixa propensão; evitar contato
6390,2025-07-30,0,1241,600-650,18,32,974.09,0.307,90.0,1,0.024,4,0,0,1,1,0.24231223566525997,0.17767572867418843,2230.5314092891713,0,NENHUMA,Inelegível por risco (inadimplência/score)
6395,2025-12-04,0,899,600-650,184,23,1379.15,0.087,25.29,2,0.067,2,0,0,0,0,0.21604195989359504,0.14853853347117843,3165.6124962406443,4,NENHUMA,Baixa propensão; evitar contato
6398,2025-11-26,0,1260,800+,129,24,1325.13,0.232,17.86,0,0.0,7,0,0,1,0,0.12972116045756513,0.13083391402541722,3966.7011088440313,0,NENHUMA,Baixa propensão; evitar contato
6399,2025-09-03,0,819,700-800,107,24,1179.41,0.29,126.04,5,0.183,5,1,99,0,0,0.10749333980494839,0.1528918125254918,4693.978479314299,0,NENHUMA,Baixa propensão; evitar contato
6400,2025-07-11,0,746,700-800,39,31,1227.98,0.315,177.41,5,0.201,2,0,0,1,0,0.185248631752439,0.25829004765940056,3335.9821420946996,0,CASHBACK_LEVE,Ação leve (propensão moderada)
6404,2025-12-30,1,26,600-650,9,2,115.34,0.517,79.38,1,1.0,1,0,0,0,0,0.3004749245428275,0.04154003204179046,274.86598817606335,3,NENHUMA,Baixa propensão; evitar contato
6410,2025-08-05,0,638,700-800,144,20,911.64,0.226,89.61,2,0.094,5,1,49,0,0,0.14241235344941625,0.1179865267967473,3434.2961855100657,0,NENHUMA,Baixa propensão; evitar contato
6411,2025-10-25,0,440,600-650,188,37,1494.57,0.394,155.68,2,0.136,3,1,49,0,1,0.32715613106178154,0.23332257535477774,4176.473352029317,4,NENHUMA,Inelegível por risco (inadimplência/score)
6424,2025-09-10,1,49,700-800,28,2,194.89,0.042,0.0,3,1.837,0,0,0,0,0,0.13939305634331953,0.11583843479218037,569.058927034232,2,NENHUMA,Baixa propensão; evitar contato
6427,2025-10-07,1,13,<600,4,1,171.76,0.257,0.0,0,0.0,2,0,0,0,0,0.39257506364730715,0.08650724004461947,358.5999690914531,3,NENHUMA,Inelegível por risco (inadimplência/score)
6428,2025-12-02,0,103,700-800,77,22,657.45,0.277,126.39,5,1.456,3,0,0,0,0,0.09378558733962955,0.21426542324980885,1810.7946911168438,0,NENHUMA,Baixa propensão; evitar contato
6434,2025-07-05,1,19,650-700,22,2,166.02,0.188,156.51,4,4.0,0,0,0,0,0,0.23292752228192995,0.0911159304441311,476.35860104225515,2,NENHUMA,Baixa propensão; evitar contato
6435,2025-10-27,0,986,<600,4,19,1644.14,0.235,200.05,2,0.061,4,1,79,1,0,0.22990616846041476,0.1749767870364962,4147.058558627858,0,NENHUMA,Inelegível por risco (inadimplência/score)
6442,2025-08-28,1,50,700-800,17,6,174.28,0.511,49.0,2,1.2,0,0,0,0,0,0.12123597351552366,0.11337054504163833,501.6214890804387,3,NENHUMA,Baixa propensão; evitar contato
6443,2025-12-05,1,69,<600,28,3,169.15,0.247,232.07,1,0.435,0,0,0,0,0,0.40091483914905973,0.0917247228621469,353.8862802261449,1,NENHUMA,Inelegível por risco (inadimplência/score)
6444,2025-09-04,0,1120,700-800,162,16,1329.84,0.32,227.13,5,0.134,3,1,49,1,0,0.1988096165977166,0.14923001112466772,4817.520734859465,4,NENHUMA,Baixa propensão; evitar contato
6446,2025-11-10,1,44,650-700,14,2,190.49,0.416,114.0,2,1.364,0,0,0,0,0,0.19419849705708164,0.0911312704213265,511.7893834834909,3,NENHUMA,Baixa propensão; evitar contato
6447,2025-12-06,1,58,650-700,14,2,144.53,0.168,223.95,4,2.069,1,0,0,0,0,0.1751904835109527,0.10188510045666425,353.2985845409231,2,NENHUMA,Baixa propensão; evitar contato
6448,2025-10-05,0,465,800+,9,24,537.76,0.227,148.42,3,0.194,1,1,99,0,0,0.053526005713134754,0.18827117941475022,2643.1214154207387,1,NENHUMA,Baixa propensão; evitar contato
6449,2025-11-26,1,75,650-700,20,1,186.11,0.495,116.05,3,1.2,1,0,0,0,0,0.19310031238568232,0.13704394260488162,488.02271203910277,3,NENHUMA,Baixa propensão; evitar contato
6454,2025-12-01,0,632,650-700,166,24,1169.82,0.278,99.62,7,0.332,1,0,0,0,1,0.2424808443347913,0.21686642065571843,3051.3076335399637,4,NENHUMA,Inelegível por risco (inadimplência/score)
6461,2025-10-02,0,1016,600-650,15,27,851.32,0.194,94.35,2,0.059,4,0,0,1,0,0.22010131950580852,0.17243031699478625,2081.4785480139467,0,NENHUMA,Baixa propensão; evitar contato
6468,2025-09-29,0,98,<600,12,22,1406.65,0.169,139.01,3,0.918,3,0,0,0,0,0.38764037180821725,0.16778243673951176,2756.1242117152883,0,NENHUMA,Inelegível por risco (inadimplência/score)
6475,2025-11-26,0,424,600-650,148,26,781.58,0.157,184.15,3,0.212,6,0,0,0,0,0.21518330567293503,0.24689600577806198,1771.5907508405423,0,NENHUMA,Baixa propensão; evitar contato
6477,2025-07-25,0,1386,700-800,156,24,1763.56,0.192,37.07,0,0.0,2,0,0,0,0,0.2151218552874413,0.13559737839689123,5005.726577395788,4,NENHUMA,Baixa propensão; evitar contato
6480,2025-07-29,1,64,700-800,20,5,215.4,0.272,233.19,0,0.0,0,0,0,0,0,0.1694925175145956,0.1296113842859022,599.698872915801,1,NENHUMA,Baixa propensão; evitar contato
6482,2025-12-21,1,66,600-650,14,5,244.59,0.397,113.85,0,0.0,4,0,0,0,0,0.3030378612746934,0.05881581175949043,608.6894242610416,3,NENHUMA,Baixa propensão; evitar contato
6486,2025-08-13,0,177,800+,201,22,1350.76,0.349,132.96,3,0.508,3,1,79,0,0,0.091190125390104,0.15880625417195174,4982.987609562575,4,NENHUMA,Baixa propensão; evitar contato
6488,2025-11-16,1,47,<600,4,5,129.49,0.245,147.85,2,1.277,1,0,0,0,0,0.4028620685714558,0.13629878146036167,315.0483063879743,1,NENHUMA,Inelegível por risco (inadimplência/score)
6489,2025-12-08,0,601,650-700,33,25,910.51,0.433,47.0,5,0.25,1,0,0,0,0,0.19394044041843045,0.18072085123031761,2517.192066143787,0,NENHUMA,Baixa propensão; evitar contato
6490,2025-09-25,0,890,<600,168,18,1883.19,0.261,108.35,1,0.034,2,1,79,0,0,0.2626568615526627,0.11192451140440436,5581.160351540662,4,NENHUMA,Inelegível por risco (inadimplência/score)
6491,2025-10-18,0,1155,<600,175,16,1468.21,0.283,150.38,5,0.13,1,1,49,0,0,0.31482394230588373,0.1547458407013651,3756.631960011207,4,NENHUMA,Inelegível por risco (inadimplência/score)
6492,2025-10-01,0,1190,650-700,93,18,1850.97,0.107,134.01,4,0.101,4,1,79,1,0,0.15144154627718448,0.18007819251505186,5795.755982798552,0,NENHUMA,Baixa propensão; evitar contato
6493,2025-11-27,1,5,800+,22,2,292.48,0.638,128.07,2,2.0,2,0,0,0,0,0.1474719215032953,0.16681617302309193,824.1111258944508,2,NENHUMA,Baixa propensão; evitar contato
6499,2025-07-21,0,1239,650-700,131,17,1195.44,0.227,235.51,0,0.0,2,0,0,1,0,0.1990932949544544,0.13592575823038242,3092.7524311206525,0,NENHUMA,Baixa propensão; evitar contato
6502,2025-07-12,0,1080,800+,195,17,1378.42,0.344,87.24,2,0.056,0,1,49,0,0,0.09507512521783634,0.17782355656394322,5152.634152279784,4,NENHUMA,Baixa propensão; evitar contato
6507,2025-09-12,0,687,650-700,65,19,1324.7,0.147,121.34,4,0.175,1,1,79,0,0,0.1106547661058047,0.16569963775620689,4436.056336300071,0,NENHUMA,Baixa propensão; evitar contato
6511,2025-11-13,1,43,700-800,20,2,198.92,0.349,61.52,2,1.395,1,0,0,0,0,0.08153705914268845,0.12353145056129129,593.8031534747261,3,NENHUMA,Baixa propensão; evitar contato
6518,2025-10-30,0,1378,700-800,133,34,1237.85,0.225,74.63,2,0.044,8,1,99,0,0,0.14615602954543785,0.16113844950458275,4905.540167582161,0,NENHUMA,Baixa propensão; evitar contato
6519,2025-08-03,0,1185,<600,29,40,557.7,0.466,211.86,3,0.076,2,0,0,0,0,0.3863232194261435,0.27193798398630403,1430.9826462063809,0,NENHUMA,Inelegível por risco (inadimplência/score)
6527,2025-10-30,0,763,650-700,126,13,1291.63,0.375,181.28,2,0.079,1,0,0,0,0,0.24134840194297189,0.23069790563457931,3345.833725737545,4,NENHUMA,Baixa propensão; evitar contato
6530,2025-09-29,0,707,650-700,208,23,1194.98,0.26,106.56,2,0.085,3,0,0,0,0,0.2472790023416191,0.20970348570356512,3147.348246363849,4,NENHUMA,Baixa propensão; evitar contato
6536,2025-09-13,1,18,800+,29,3,146.67,0.392,63.43,0,0.0,0,0,0,0,0,0.16675044164745426,0.07422539426521751,432.8362190083064,3,NENHUMA,Baixa propensão; evitar contato
6546,2025-10-28,0,317,700-800,53,28,1542.9,0.357,46.3,4,0.379,2,1,99,0,0,0.06096355008473587,0.14505189538683688,5779.540942460633,0,NENHUMA,Baixa propensão; evitar contato
6548,2025-10-27,1,64,600-650,28,0,180.27,0.336,160.0,0,0.0,0,0,0,0,0,0.29018019844573323,0.02486639920151773,427.33169087494116,3,NENHUMA,Baixa propensão; evitar contato
6551,2025-12-05,0,643,600-650,94,27,846.54,0.408,85.21,2,0.093,4,0,0,1,0,0.273051896145322,0.16453293705767935,2039.097634695382,4,NENHUMA,Baixa propensão; evitar contato
6553,2025-11-25,0,193,700-800,146,26,1207.84,0.284,158.98,1,0.155,4,0,0,0,0,0.13573162725248863,0.1957117357059884,3298.640963970568,4,NENHUMA,Baixa propensão; evitar contato
6554,2025-07-05,0,196,700-800,186,20,1384.0,0.275,0.0,1,0.153,2,1,79,0,0,0.10829002019475546,0.1159723366908696,5187.6543069429235,4,NENHUMA,Baixa propensão; evitar contato
6558,2025-09-30,1,51,650-700,5,4,126.52,0.319,92.26,2,1.176,0,0,0,0,0,0.2169635332334949,0.13142610670628815,413.5416554023326,3,NENHUMA,Baixa propensão; evitar contato
6560,2025-11-25,0,811,<600,112,24,852.48,0.176,174.31,3,0.111,4,1,99,1,0,0.330323163546331,0.17447833405854948,2396.3832511987,0,NENHUMA,Inelegível por risco (inadimplência/score)
6564,2025-12-19,0,824,<600,164,31,635.21,0.282,144.48,0,0.0,1,1,129,0,1,0.2987513364981351,0.120965753777169,2344.8826395956244,4,NENHUMA,Inelegível por risco (inadimplência/score)
6566,2025-10-17,1,31,650-700,22,5,157.78,0.0,88.02,1,0.968,0,0,0,0,0,0.20147918344607374,0.09283220308918098,439.4395324327937,1,NENHUMA,Baixa propensão; evitar contato
6569,2025-10-30,0,932,700-800,64,30,1522.02,0.282,139.83,2,0.064,3,1,49,1,0,0.1457879328974868,0.17814972958283348,5607.578014674931,0,NENHUMA,Baixa propensão; evitar contato
6573,2025-10-20,0,1217,600-650,161,19,792.15,0.353,60.16,3,0.074,6,1,79,1,0,0.18858460907767624,0.13174438478935965,2620.4377579466172,4,NENHUMA,Baixa propensão; evitar contato
6582,2025-12-23,0,462,600-650,134,28,809.05,0.09,146.43,3,0.195,6,1,79,0,0,0.2592845883494923,0.15582406197877655,2654.4114659880606,0,NENHUMA,Baixa propensão; evitar contato
6585,2025-12-21,0,417,700-800,117,20,1722.7,0.199,188.24,2,0.144,3,1,49,1,0,0.17917757706150514,0.1459393181333016,5706.849953803228,0,NENHUMA,Baixa propensão; evitar contato
6588,2025-11-03,0,116,800+,36,31,1855.43,0.37,108.59,1,0.259,0,1,49,0,0,0.09078700949561351,0.21805883791507186,6003.632732574254,0,NENHUMA,Baixa propensão; evitar contato
6589,2025-07-28,0,861,700-800,208,29,411.29,0.309,118.33,2,0.07,3,1,79,0,0,0.09839744179028329,0.10720168951251739,1843.0107201472138,4,NENHUMA,Baixa propensão; evitar contato
6596,2025-08-01,0,800,600-650,192,27,1022.28,0.276,126.09,3,0.112,1,1,99,0,0,0.22269292548667102,0.1388980083183333,3387.804370621545,4,NENHUMA,Baixa propensão; evitar contato
6597,2025-08-27,0,179,600-650,12,17,1139.25,0.254,146.58,2,0.335,4,1,79,0,0,0.17966198966432828,0.15957471758179811,3403.806167580591,0,NENHUMA,Baixa propensão; evitar contato
6605,2025-09-04,0,508,700-800,17,29,1265.54,0.223,161.66,4,0.236,4,1,79,0,0,0.10885400355639542,0.21428248827507773,4707.649571199317,0,NENHUMA,Baixa propensão; evitar contato
